"","ZIP","nearest_distance_m","nearest_distance_miles","nearest_SUD_m","nearest_SUD_miles"
"1","90001",380.586992643877,0.236485793369148,701.799416880033,0.436077940378212
"2","90002",316.636758123009,0.196748959901059,627.440251013057,0.389873296829675
"3","90003",545.151250944777,0.33874128274923,510.740994591617,0.317359740733875
"4","90004",1234.88915398273,0.767324545891203,399.054469005309,0.247960951173465
"5","90005",229.024654349596,0.142309322524952,563.36970231685,0.350061703599013
"6","90006",241.455336567181,0.150033390354816,1064.01501526125,0.661148278591307
"7","90007",1151.52601839538,0.71552509494265,428.870447512225,0.266487741286031
"8","90008",299.824451356619,0.186302276801367,298.89848187295,0.185726906039324
"9","90010",237.610409135957,0.14764426321281,418.695810346285,0.260165514859648
"10","90011",429.143011551313,0.266657104727959,678.12922774179,0.421369966732899
"11","90012",392.255675540204,0.243736376772277,1556.86712357793,0.967392380732726
"12","90013",149.217819796332,0.0927196545899025,312.775593422254,0.194349743387526
"13","90014",445.757969703217,0.276981161083782,755.525608135462,0.469461847892969
"14","90015",611.227587730811,0.379799214916643,1461.0119976623,0.907830766860474
"15","90016",914.954000354268,0.56852605804245,1628.12823268707,1.01167198106003
"16","90017",77.8946614394054,0.0484014986475268,1169.93211559366,0.726962113503176
"17","90018",498.106910349237,0.30950928474536,2024.68041392558,1.25807808270052
"18","90019",929.792305180205,0.577746153202923,218.704666366002,0.135896779287711
"19","90020",321.048219313686,0.199490114800618,156.094703812986,0.0969927522102086
"20","90021",779.622925495289,0.484435226710566,1042.71660124123,0.647914057678924
"21","90022",146.442190777832,0.0909949586774683,897.260536632375,0.557531849394769
"22","90023",210.098539859364,0.130549180199736,826.122490371954,0.513328716776496
"23","90024",2886.95603041338,1.79387131055472,610.773856384329,0.379517279328925
"24","90025",1124.03379827791,0.698442221351005,508.058845616271,0.315693130627306
"25","90026",1238.23955109725,0.76940638614072,1042.83262720888,0.647986152872771
"26","90027",504.771602324629,0.313650532344004,1236.82217774687,0.768525671172149
"27","90028",90.1641679519975,0.0560254165374199,454.200741965291,0.282227256550054
"28","90029",283.344944146443,0.176062385758696,403.147199940639,0.250504056274257
"29","90031",616.216488365405,0.382899174051915,1601.28103307252,0.994989904627301
"30","90032",534.56686510766,0.33216445030252,204.593667010239,0.12712861079436
"31","90033",439.569382370105,0.27313575119434,919.404457068347,0.571291443636878
"32","90034",768.628592191545,0.477603664717764,603.442519298975,0.374961797663504
"33","90035",1634.69372010869,1.01575158580682,74.4556124400814,0.0462645726706542
"34","90036",1452.80326729179,0.902730098283394,1044.05046457869,0.6487428819312
"35","90037",706.020831811446,0.438701006007073,1345.10053861948,0.835806725361064
"36","90038",1175.66569449744,0.730524794262408,1171.89508683376,0.728181847282966
"37","90039",1524.16198519693,0.947070349904637,1754.87070621451,1.09042610294288
"38","90040",396.166033293369,0.246166160431436,1403.33853055954,0.871994135846367
"39","90041",725.740747690869,0.45095439364789,1214.68035661001,0.75476738137403
"40","90042",372.376992989881,0.231384336095876,2835.41238859288,1.76184357638446
"41","90043",961.510574682916,0.597454972139528,854.176936663218,0.530760941516058
"42","90044",1072.83094447498,0.666626243037524,825.302968958448,0.512819489778722
"43","90045",716.077509625934,0.444949935890608,1148.59947456197,0.713706624911748
"44","90046",759.80455371119,0.472120661406878,988.37845130233,0.614149896667419
"45","90047",1377.76714276357,0.856104812124422,1174.04331590179,0.729516694940169
"46","90048",325.543331432289,0.202283247976995,995.796851703143,0.618759476968965
"47","90049",3874.78864878042,2.40768204236038,480.291741070477,0.298439451770707
"48","90056",1637.66820633971,1.01759984586248,1954.32869867664,1.21436355352034
"49","90057",174.034747901745,0.108140178794431,176.686104592135,0.109787655462185
"50","90058",900.569686599809,0.559588059855325,1620.88210911597,1.00716944861755
"51","90059",579.20898285022,0.359903776228215,1673.34055110482,1.03976561325908
"52","90061",745.25455252147,0.463079709820567,579.112256576982,0.359843673308492
"53","90062",1168.8648284063,0.726298931991108,2247.61676889659,1.3966043113819
"54","90063",1293.9134581674,0.804000548153412,759.378907922893,0.471856177375932
"55","90064",1419.49300410683,0.882032060334413,676.850327493422,0.420575294960818
"56","90065",1168.15707369784,0.725859153604105,3744.08367489522,2.32646573690598
"57","90066",1599.24251592227,0.993723228795254,333.530742560497,0.207246395152619
"58","90067",3467.40273614334,2.15454417212438,338.517093625033,0.210344770058504
"59","90068",1785.37707480738,1.10938188156627,314.266639367027,0.19527623638391
"60","90069",331.436186693954,0.205944898476618,400.130237820254,0.248629402924579
"61","90071",NA,NA,NA,NA
"62","90073",NA,NA,NA,NA
"63","90077",5462.37552502031,3.3941627924299,1885.26369302872,1.17144854861901
"64","90089",620.024816505155,0.385265559448542,446.690459532023,0.277560583400456
"65","90094",2276.29370706946,1.41442333464409,635.804771646425,0.395070768988125
"66","90095",NA,NA,NA,NA
"67","90201",985.35104842133,0.612268755729869,2027.86809138443,1.26005881364359
"68","90210",2459.27677903039,1.52812374422771,1151.58902645345,0.715564246334808
"69","90211",636.449506113223,0.395471388412436,327.098950823873,0.203249865053011
"70","90212",2253.3846264968,1.40018829193559,148.856423586357,0.0924950933960405
"71","90220",608.269552051116,0.377961176759671,789.234271918077,0.4904074404963
"72","90221",405.902602858397,0.252216184270359,436.107295693961,0.270984510268756
"73","90222",246.332336757364,0.153063817777532,1454.83614245617,0.903993268347952
"74","90230",1268.7290272051,0.788351668260547,913.901979887983,0.567872362831056
"75","90232",455.742066503214,0.283184991215809,632.066705663321,0.392748042471542
"76","90240",2422.5632749712,1.50531103043923,874.209122438448,0.543208364674332
"77","90241",514.138893331447,0.319471097124945,479.782080267104,0.298122763229679
"78","90242",2017.21536403776,1.25343951575161,1827.49427550174,1.13555229677542
"79","90245",4192.16827641071,2.60489259997285,873.212029762982,0.542588800009807
"80","90247",1245.82197089397,0.774117883369848,2407.44903458399,1.49591947687007
"81","90248",866.201948526893,0.538232937474458,1005.55171309633,0.624820866822961
"82","90249",488.010503769878,0.303235668551831,626.281304101571,0.389153160605545
"83","90250",428.981176343259,0.266556544991785,1386.22909487914,0.861362825399131
"84","90254",1953.63172897191,1.21393047662396,1197.94524526111,0.744368665282944
"85","90255",311.275528443747,0.193417646223397,595.780071494334,0.370200573335679
"86","90260",1054.89270916631,0.655479940377142,2376.4907501238,1.47668289074542
"87","90261",NA,NA,NA,NA
"88","90262",603.045777192897,0.37471527354804,2224.44863546443,1.38220830068924
"89","90263",NA,NA,NA,NA
"90","90265",22482.4400379913,13.969940570811,782.491109239413,0.486217433463208
"91","90266",3237.24819529305,2.0115327706774,988.430848257947,0.6141824546262
"92","90270",495.115736060093,0.307650655211125,2115.4815109382,1.3144992686077
"93","90272",5340.52225503931,3.31844668078379,4501.51671245965,2.79711280649734
"94","90274",5695.84487641578,3.53923392165738,1326.73230366207,0.824393233306287
"95","90275",5478.53221583041,3.40420209466118,403.035527877795,0.250434666471428
"96","90277",718.961017956549,0.446741664899828,1960.43087106797,1.21815526765438
"97","90278",231.083048672902,0.143588349459719,1425.2846647686,0.885630831424855
"98","90280",715.984934755106,0.44489241253275,551.721022130452,0.3428235493036
"99","90290",8005.26591028728,4.97424162285209,3405.32676515833,2.11597195202414
"100","90291",887.749504848413,0.551621968235762,1290.53731975041,0.801902713000083
"101","90292",1433.38968639851,0.890667058378138,1628.21308503366,1.0117247058638
"102","90293",3924.14446264995,2.43835032326833,2844.63143655123,1.76757202720564
"103","90301",631.214385619073,0.39221843534948,877.651315025365,0.545347243985975
"104","90302",138.442241268348,0.0860240205129218,536.24156589029,0.333205061124464
"105","90303",1522.06437986607,0.945766958379359,2082.491830638,1.29400043162804
"106","90304",568.91440216218,0.353507020352504,2261.37124442779,1.40515094624132
"107","90305",400.760965614499,0.249021319006067,599.342583672732,0.37241421577533
"108","90401",461.793478380827,0.28694516422892,431.309859413689,0.268003521567601
"109","90402",1947.32845066361,1.21001380106653,1148.6048964856,0.713709993938894
"110","90403",1251.49684448406,0.77764408633832,793.745700213336,0.493210712074818
"111","90404",397.83905067837,0.247205725238588,923.184382315303,0.573640180294147
"112","90405",1038.58232481434,0.645345137406511,759.332255925339,0.471827189168593
"113","90501",1763.50060781683,1.09578847519041,1031.67186693204,0.641051177953275
"114","90502",1872.23972281779,1.16335582872138,536.775097029432,0.333536582004489
"115","90503",2405.30719060346,1.4945885967223,420.410174745704,0.261230771510444
"116","90504",2121.50916045856,1.31824467637656,1311.2217550778,0.814755425240225
"117","90505",3327.19090734395,2.06742058089753,626.134584478729,0.389061993258576
"118","90506",NA,NA,NA,NA
"119","90601",2435.12543125896,1.51311679246883,1716.51998783085,1.06659607133767
"120","90602",317.444739979865,0.197251016550759,345.658228985737,0.214782065851513
"121","90603",706.660743036754,0.439098628408068,3648.19785904817,2.26688505319445
"122","90604",2766.6150965828,1.71909492102546,1575.45097385487,0.978939849935672
"123","90605",1687.66370208663,1.04866560666124,664.844143619113,0.413114998172618
"124","90606",2070.94338907718,1.28682456272691,2101.17753279426,1.30561118865467
"125","90623",3269.14574542999,2.03135298943544,6641.30843415236,4.12671773974511
"126","90630",2383.43451867763,1.48099754849034,6838.1414804716,4.24902412440821
"127","90631",3311.70076414516,2.05779545215017,7122.71101967774,4.42584743825915
"128","90638",4359.40253911555,2.70880715317269,3279.6617468642,2.03788732978419
"129","90639",NA,NA,NA,NA
"130","90640",833.08749727046,0.517656571416963,3215.79194795098,1.99820047668552
"131","90650",1248.93732866254,0.776053676940755,1398.44313864355,0.868952280335064
"132","90660",447.722525975998,0.278201879757217,4591.29026137848,2.85289550362041
"133","90670",2866.13598894661,1.78093433656609,720.305098971222,0.447576838122379
"134","90701",3376.55383529365,2.09809328228996,4149.28651831811,2.57824711082162
"135","90703",3620.85994844147,2.24989806308749,4272.69454722748,2.65492930487669
"136","90706",1597.73175696902,0.992784486703288,214.364507434476,0.133199929557929
"137","90710",343.293325329445,0.213312582847076,3510.14887403365,2.18110539078882
"138","90712",2111.40724202816,1.31196763527758,1216.31733713068,0.755784553911831
"139","90713",1063.83411122428,0.661035870034177,2009.52728338489,1.24866236391032
"140","90715",532.568169084864,0.330922518171916,4487.72716376921,2.78854437818714
"141","90716",315.13127641733,0.195813496938709,4748.84306564955,2.95079427745066
"142","90717",542.099205370322,0.336844829551868,3486.18450007509,2.16621461917097
"143","90723",336.802571698604,0.209279415524962,1823.03244365144,1.13277984299904
"144","90731",755.297996533188,0.469320416600297,610.94827485481,0.379625657941876
"145","90732",616.901914520387,0.383325078119027,670.997272400397,0.416938375139434
"146","90744",475.802872459527,0.295650198130124,545.825361125042,0.339160155395641
"147","90745",355.779211571162,0.221070952867231,2556.54747937066,1.5885649552679
"148","90746",750.295210594063,0.466211829536795,1586.60456144161,0.985870367952165
"149","90747",NA,NA,NA,NA
"150","90755",1474.34051680811,0.916112724692865,1977.046303495,1.2284796187111
"151","90802",762.72737866669,0.473936820634178,679.775479102682,0.422392899903738
"152","90803",3016.66889069273,1.87447114519502,2321.66000370849,1.44261264447408
"153","90804",826.576109205418,0.513610582451867,301.170084977553,0.187138414768721
"154","90805",397.663835955836,0.247096851857549,1117.57751858599,0.694430475141419
"155","90806",177.924845456742,0.110557373350099,859.915908685551,0.534326973403791
"156","90807",2023.90792785603,1.25759808211049,427.970001090862,0.265928229819642
"157","90808",933.927629311709,0.580315724488803,1147.2838489019,0.712889133026811
"158","90810",1903.56856792598,1.18282267055768,2294.32544842004,1.42562773926521
"159","90813",153.361108846604,0.0952941750468536,855.97663488745,0.531879222147316
"160","90814",1665.21160537574,1.03471452055977,732.01462418295,0.454852799763724
"161","90815",1559.54363131745,0.969055485537865,1170.04418027706,0.727031747269109
"162","90822",NA,NA,NA,NA
"163","90831",NA,NA,NA,NA
"164","90840",NA,NA,NA,NA
"165","90846",NA,NA,NA,NA
"166","91001",1846.99951549702,1.14767229100616,1067.13925767548,0.663089592825075
"167","91006",3513.31779848577,2.18307446915375,6543.94540699475,4.06621915948035
"168","91007",3308.90319732216,2.05605712471799,4686.15820282457,2.91184370950187
"169","91008",1564.99233491113,0.972441152986016,5503.09580583189,3.41946520186603
"170","91010",1122.83884876281,0.697699714146142,5710.17901391841,3.54814074176709
"171","91011",2190.36932114148,1.36103239651776,1931.85592995572,1.20039962242735
"172","91016",1047.3748234455,0.650808542763697,7854.39103016133,4.88049231870957
"173","91020",837.901930164875,0.520648121324512,1522.77548845694,0.94620882077228
"174","91023",6842.50945947088,4.25173826072666,6396.88102169325,3.97483758704991
"175","91024",3932.96610684743,2.44383183884081,2888.15762167431,1.79461794474911
"176","91030",2174.36235160687,1.35108612677393,3854.83118569628,2.39528104972975
"177","91040",796.209212870372,0.494741467871612,2581.00334908854,1.6037611281917
"178","91042",2191.34972424116,1.36164159076068,2154.3718642612,1.33866461381855
"179","91046",NA,NA,NA,NA
"180","91101",1097.43970729729,0.681917419331906,443.964926622029,0.275867015766691
"181","91103",1464.0480073123,0.909717255796337,983.344769445888,0.611022111770938
"182","91104",811.943957870907,0.504518585132145,733.006944654691,0.455469399118331
"183","91105",1340.96309875429,0.833235839419221,2246.79667719079,1.39609473002092
"184","91106",1294.00476592018,0.804057284160615,805.746991686379,0.50066796886581
"185","91107",1115.43325747886,0.693098093060813,496.340002898038,0.308411379355835
"186","91108",2073.71062221917,1.28854404168355,3323.80463885352,2.0653164512084
"187","91125",NA,NA,NA,NA
"188","91126",NA,NA,NA,NA
"189","91201",446.682695817729,0.277555759252049,2129.59363341938,1.32326813497883
"190","91202",1623.12795081408,1.00856494995108,1690.20612406581,1.05024539443761
"191","91203",594.977771079944,0.369702046970656,1380.93412137981,0.858072681402986
"192","91204",261.110046158257,0.162246260686502,1289.9122595761,0.801514318614353
"193","91205",352.522555162787,0.219047360392052,909.489874521208,0.565130807659026
"194","91206",1295.17672334384,0.804785504742204,1479.10861226419,0.919075481851109
"195","91207",1549.96919741291,0.963106208127604,161.441687796174,0.100315214022716
"196","91208",2044.75887333577,1.27055425896252,1688.43193785345,1.04914296623559
"197","91210",706.650123326041,0.439092029625761,573.666798357988,0.356460022442677
"198","91214",3435.24201664224,2.13456042750477,923.158262308631,0.57362395007446
"199","91301",15128.9987106017,9.40072396616369,852.565311928467,0.529759524333186
"200","91302",8327.46832803343,5.17444892330877,1299.20085858695,0.80728598645594
"201","91303",357.068546866847,0.221872108677105,849.206144722125,0.527672234601257
"202","91304",2228.31301633153,1.3846095156359,723.643757204705,0.449651384169392
"203","91306",1338.12597163172,0.831472930356543,419.30722041008,0.260545427459934
"204","91307",3177.43797160384,1.97436842067565,1599.97011257218,0.99417533639308
"205","91311",5427.80313350374,3.37268050429476,650.980123202303,0.404500295277021
"206","91316",1641.38938035781,1.01991207619863,662.02076290131,0.411360630729857
"207","91321",1245.24947320503,0.773762149798322,2409.96194836498,1.49748092910216
"208","91324",1136.34403865272,0.706091450089425,397.971436870365,0.247287986204544
"209","91325",1686.39373847274,1.04787648785638,140.446866701071,0.0872696370080422
"210","91326",4327.25611849825,2.68883229346755,1141.47734860196,0.70928114101271
"211","91330",1136.99258990123,0.706494441151943,554.65644616065,0.344647537232966
"212","91331",694.520017786992,0.431554731484998,2596.52942453867,1.61340858420491
"213","91335",117.166242494996,0.0728037277890842,282.243695707817,0.175378101703438
"214","91340",1123.24374581169,0.69795130550814,765.501905074434,0.475660831416051
"215","91342",818.056083624682,0.508316483998873,2079.97825077901,1.29243856551428
"216","91343",95.6318109681198,0.0594228523970759,1062.77052994686,0.660374991267784
"217","91344",1146.32293381597,0.71229204807423,750.879862404612,0.466575115329359
"218","91345",899.809945294022,0.559115978494356,890.110076921966,0.553088759719467
"219","91350",3822.58404090553,2.37524360292488,1223.73151846237,0.760391512605365
"220","91351",845.600595309511,0.52543185006407,3028.70674699648,1.88195112231846
"221","91352",824.595546577322,0.512379917890347,670.43060817343,0.416586266313125
"222","91354",2475.78617393663,1.53838220662371,2337.96641235979,1.45274497705884
"223","91355",1178.70312235382,0.732412164430859,2760.35590898818,1.71520564216735
"224","91356",1274.91181563109,0.792193474876156,282.291358024817,0.175407717694177
"225","91361",22210.5228018402,13.800979033594,3145.2348170712,1.9543583081499
"226","91362",20581.1098275509,12.7885087511128,4835.91656609068,3.00489924223204
"227","91364",2999.97304239404,1.86409682603225,402.171697095178,0.249897906908142
"228","91367",2468.19278556353,1.5336638938372,493.652308367821,0.306741323401225
"229","91381",4005.42646511448,2.48885661804716,2901.56179000087,1.80294690880313
"230","91382",NA,NA,NA,NA
"231","91384",4355.17266039594,2.70617882838967,7066.10923683827,4.39067672097344
"232","91387",1248.02203239487,0.775484938207662,6594.53583658009,4.0976545950276
"233","91390",7834.88623238137,4.86837259925869,5930.08585349964,3.68478451685882
"234","91401",1326.09506044697,0.823997268729972,1097.63012067868,0.682035736721717
"235","91402",175.651163133224,0.109144572653966,274.882521144078,0.1708040798885
"236","91403",1035.15043456003,0.643212659667558,748.48756027407,0.465088607702312
"237","91405",100.587538043751,0.0625021984384637,144.302298401269,0.0896652912001841
"238","91406",2248.53082868989,1.39717228180544,754.493714604982,0.468820658979672
"239","91411",1019.15233811659,0.633271903406975,618.989181763603,0.384622045854462
"240","91423",1598.57485585081,0.993308364060643,342.018595120064,0.212520502217092
"241","91436",1691.04304254969,1.05076543147375,963.733262958889,0.598836086603541
"242","91501",586.013884167876,0.364132145873024,1185.37381735917,0.736557142139387
"243","91502",566.688262555521,0.352123761331027,980.605280166082,0.609319872051024
"244","91504",1463.80130007605,0.909563959026812,524.841823227367,0.326121589434805
"245","91505",2329.56981001665,1.44752757025015,962.746891597622,0.598223183854802
"246","91506",1162.15224305817,0.722127924830347,636.954447792941,0.395785144625973
"247","91521",NA,NA,NA,NA
"248","91522",NA,NA,NA,NA
"249","91523",NA,NA,NA,NA
"250","91601",457.56093342364,0.284315182722674,594.116301126326,0.3691667543585
"251","91602",1384.72968231774,0.860431133628199,778.924041652309,0.484000960423818
"252","91604",3057.51968484966,1.89985465186415,550.636704001343,0.342149785254951
"253","91605",1186.81004355781,0.737449571724757,1425.13073964499,0.885535186787283
"254","91606",668.097452622013,0.415136510666466,1731.60859098458,1.0759716946685
"255","91607",2133.46399274369,1.32567306476657,402.036969462654,0.249814191038494
"256","91608",NA,NA,NA,NA
"257","91702",581.602314205572,0.361390923385909,1366.54722327291,0.849133077373709
"258","91706",717.347796524042,0.445739255574968,4687.17752800969,2.91247708880742
"259","91709",6669.86807637094,4.14446387868035,9294.81382966882,5.77552955096538
"260","91710",5644.14208840375,3.50710729862835,7123.68141255993,4.4264504124413
"261","91711",1937.27364230706,1.2037660328103,408.871252083368,0.254060817378614
"262","91722",1584.66794900747,0.98466701277506,301.586461294582,0.187397139017253
"263","91723",776.396582759,0.482430470277952,511.587493367567,0.317885730687514
"264","91724",1393.10993647821,0.865638382147144,1173.15535937766,0.728964944336115
"265","91731",629.697197910602,0.391275698614219,761.270019994747,0.473031259938675
"266","91732",819.73967174934,0.509362617159128,525.539259225668,0.326554956072579
"267","91733",822.518152965414,0.511089085344969,762.537891838631,0.473819078977913
"268","91740",1274.97058555663,0.792229992814853,1859.02831819248,1.15514664247823
"269","91741",1443.28027434676,0.896812784803472,861.273786291464,0.53517071943069
"270","91744",1309.58320828382,0.813737279465307,7179.88576387573,4.46137417722732
"271","91745",1501.11870055357,0.932751916652732,6695.64417473831,4.1604804036541
"272","91746",610.976103095796,0.379642949609155,3723.24936447929,2.31351989660339
"273","91748",608.486420073695,0.378095932301419,10568.9370252695,6.56723300007303
"274","91750",4071.70727157887,2.53004160178238,4223.13619329297,2.62413517140709
"275","91754",106.150798233713,0.0659590480554271,3783.14942885046,2.3507400710168
"276","91755",987.827923097484,0.613807814300413,5032.58402835906,3.12710273773603
"277","91759",NA,NA,NA,NA
"278","91765",5052.97352066552,3.13977218087961,6751.28805596947,4.19505590847542
"279","91766",474.771312371607,0.295009216408429,1433.59568261855,0.890795058494985
"280","91767",750.905559171537,0.46659108256006,825.858858414806,0.513164903472972
"281","91768",1646.99769442286,1.02339692099567,1699.27285578892,1.0558792003381
"282","91770",945.437848983904,0.587467843409429,4628.53141961097,2.87603608651163
"283","91773",422.972631167891,0.262823008112554,3649.0891651654,2.26743888513916
"284","91775",1930.03220138097,1.19926641002854,3814.15644495568,2.37000693758182
"285","91776",484.34411310772,0.300957479014878,6002.62029109215,3.72985532682394
"286","91780",1717.11946716653,1.0669685705272,3716.0104747576,2.30902185906655
"287","91789",4842.0329261235,3.00869977215779,6070.12129901974,3.77179850859713
"288","91790",1115.83873568222,0.693350045535462,4396.93594956875,2.73212933317473
"289","91791",2486.41567751533,1.5449870739353,1984.38462970879,1.23303944321959
"290","91792",1187.27020721687,0.737735504166216,6484.37236090841,4.02920218480847
"291","91801",545.093260905785,0.338705249409564,4572.8060188112,2.84140992777877
"292","91803",2262.91894192613,1.40611264088108,3303.86032416178,2.05292362861003
"293","92397",32047.8494159866,19.9136104002541,24897.6767262426,15.4706990713251
"294","92821",6868.84607943738,4.26810307767474,12623.4558229932,7.84385179488859
"295","92823",9425.49429647493,5.85673062842682,16560.5612783141,10.2902557056254
"296","93243",57970.6114947828,36.0212679792405,15623.7540235737,9.70815066485082
"297","93510",11566.61671479,7.18716241822133,4784.88836967747,2.97319179098904
"298","93523",37212.0279206274,23.1224821546092,34391.1286382727,21.369656604351
"299","93532",25682.6936358989,15.9584859644047,4850.08030495576,3.01370018153717
"300","93534",804.483346391206,0.499882776082184,193.527600381792,0.120252475780064
"301","93535",4702.83756750432,2.92220778621868,3288.35248825825,2.04328750612563
"302","93536",6846.23762246145,4.25405483380896,1721.40417102801,1.06963096207399
"303","93543",8470.00704078707,5.26301837319247,14480.0517476326,8.99748701808474
"304","93544",23269.4911079914,14.4589914325286,27720.0661368657,17.224450544362
"305","93550",1366.82862318621,0.84930793117333,2060.23321693439,1.28016957029348
"306","93551",6206.90539889834,3.85679220781781,6205.79013229364,3.85609921327798
"307","93552",1176.27998273481,0.730906495276842,7066.34504870567,4.39082324767463
"308","93553",17008.0371635447,10.5683043299286,22560.529243395,14.0184629534736
"309","93563",30653.842415766,19.0474146085399,19877.9532002991,12.3515874793078
"310","93591",19033.6897147407,11.8269864707239,24855.4922195928,15.4444868341342
"311","90704",557.989541179137,0.346718626458443,42786.6132678902,26.5863688980666
